filename,label
cam_a/person_0001/0009.png,person_0001
cam_b/person_0001/0036.png,person_0001
cam_b/person_0001/0049.png,person_0001
cam_a/person_0001/0117.png,person_0001
cam_b/person_0001/0066.png,person_0001
cam_a/person_0001/0062.png,person_0001
cam_a/person_0001/0072.png,person_0001
cam_a/person_0001/0047.png,person_0001
cam_b/person_0001/0007.png,person_0001
cam_a/person_0001/0013.png,person_0001
cam_a/person_0001/0020.png,person_0001
cam_b/person_0001/0042.png,person_0001
cam_b/person_0001/0064.png,person_0001
cam_a/person_0001/0008.png,person_0001
cam_a/person_0001/0087.png,person_0001
cam_a/person_0001/0070.png,person_0001
cam_a/person_0001/0068.png,person_0001
cam_b/person_0001/0011.png,person_0001
cam_a/person_0001/0103.png,person_0001
cam_b/person_0001/0077.png,person_0001
cam_b/person_0001/0022.png,person_0001
cam_a/person_0001/0059.png,person_0001
cam_a/person_0001/0116.png,person_0001
cam_b/person_0001/0069.png,person_0001
cam_a/person_0001/0040.png,person_0001
cam_a/person_0001/0054.png,person_0001
cam_a/person_0001/0098.png,person_0001
cam_a/person_0001/0112.png,person_0001
cam_a/person_0001/0067.png,person_0001
cam_b/person_0001/0019.png,person_0001
cam_a/person_0001/0006.png,person_0001
cam_a/person_0001/0069.png,person_0001
cam_b/person_0001/0044.png,person_0001
cam_a/person_0001/0084.png,person_0001
cam_a/person_0001/0132.png,person_0001
cam_a/person_0001/0081.png,person_0001
cam_a/person_0001/0004.png,person_0001
cam_a/person_0001/0022.png,person_0001
cam_b/person_0001/0031.png,person_0001
cam_b/person_0001/0075.png,person_0001
cam_b/person_0001/0012.png,person_0001
cam_b/person_0001/0039.png,person_0001
cam_a/person_0001/0051.png,person_0001
cam_a/person_0001/0096.png,person_0001
cam_a/person_0001/0052.png,person_0001
cam_a/person_0001/0055.png,person_0001
cam_a/person_0001/0107.png,person_0001
cam_b/person_0001/0072.png,person_0001
cam_a/person_0001/0123.png,person_0001
cam_a/person_0001/0017.png,person_0001
cam_b/person_0001/0058.png,person_0001
cam_a/person_0001/0083.png,person_0001
cam_b/person_0001/0047.png,person_0001
cam_b/person_0001/0057.png,person_0001
cam_b/person_0001/0029.png,person_0001
cam_b/person_0001/0062.png,person_0001
cam_b/person_0001/0038.png,person_0001
cam_a/person_0001/0049.png,person_0001
cam_a/person_0001/0124.png,person_0001
cam_b/person_0001/0081.png,person_0001
cam_a/person_0001/0133.png,person_0001
cam_b/person_0001/0020.png,person_0001
cam_a/person_0001/0079.png,person_0001
cam_a/person_0001/0036.png,person_0001
cam_a/person_0001/0138.png,person_0001
cam_a/person_0001/0100.png,person_0001
cam_a/person_0001/0012.png,person_0001
cam_a/person_0001/0042.png,person_0001
cam_a/person_0001/0044.png,person_0001
cam_b/person_0001/0048.png,person_0001
cam_b/person_0001/0068.png,person_0001
cam_a/person_0001/0061.png,person_0001
cam_a/person_0001/0058.png,person_0001
cam_a/person_0001/0125.png,person_0001
cam_a/person_0001/0028.png,person_0001
cam_b/person_0001/0073.png,person_0001
cam_b/person_0001/0065.png,person_0001
cam_a/person_0001/0080.png,person_0001
cam_a/person_0001/0057.png,person_0001
cam_b/person_0001/0006.png,person_0001
cam_a/person_0001/0094.png,person_0001
cam_b/person_0001/0010.png,person_0001
cam_a/person_0001/0091.png,person_0001
cam_a/person_0001/0073.png,person_0001
cam_b/person_0001/0026.png,person_0001
cam_b/person_0001/0023.png,person_0001
cam_a/person_0001/0137.png,person_0001
cam_a/person_0001/0056.png,person_0001
cam_a/person_0001/0074.png,person_0001
cam_a/person_0001/0078.png,person_0001
cam_a/person_0001/0122.png,person_0001
cam_a/person_0001/0005.png,person_0001
cam_b/person_0001/0059.png,person_0001
cam_a/person_0001/0048.png,person_0001
cam_a/person_0001/0064.png,person_0001
cam_a/person_0001/0099.png,person_0001
cam_b/person_0001/0033.png,person_0001
cam_b/person_0001/0076.png,person_0001
cam_b/person_0001/0024.png,person_0001
cam_a/person_0001/0104.png,person_0001
cam_b/person_0001/0055.png,person_0001
cam_a/person_0001/0090.png,person_0001
cam_a/person_0001/0142.png,person_0001
cam_a/person_0001/0121.png,person_0001
cam_b/person_0001/0032.png,person_0001
cam_a/person_0001/0130.png,person_0001
cam_a/person_0001/0077.png,person_0001
cam_a/person_0001/0015.png,person_0001
cam_a/person_0001/0129.png,person_0001
cam_a/person_0001/0002.png,person_0001
cam_a/person_0001/0119.png,person_0001
cam_a/person_0001/0025.png,person_0001
cam_a/person_0001/0126.png,person_0001
cam_b/person_0001/0003.png,person_0001
cam_a/person_0001/0120.png,person_0001
cam_b/person_0001/0030.png,person_0001
cam_b/person_0001/0061.png,person_0001
cam_a/person_0001/0111.png,person_0001
cam_a/person_0001/0110.png,person_0001
cam_a/person_0001/0086.png,person_0001
cam_a/person_0001/0021.png,person_0001
cam_a/person_0001/0128.png,person_0001
cam_b/person_0001/0056.png,person_0001
cam_a/person_0001/0114.png,person_0001
cam_a/person_0001/0060.png,person_0001
cam_b/person_0001/0014.png,person_0001
cam_b/person_0001/0082.png,person_0001
cam_b/person_0001/0016.png,person_0001
cam_a/person_0001/0140.png,person_0001
cam_b/person_0001/0067.png,person_0001
cam_b/person_0001/0008.png,person_0001
cam_b/person_0001/0021.png,person_0001
cam_a/person_0001/0046.png,person_0001
cam_a/person_0001/0093.png,person_0001
cam_a/person_0001/0035.png,person_0001
cam_a/person_0001/0024.png,person_0001
cam_a/person_0001/0050.png,person_0001
cam_b/person_0001/0018.png,person_0001
cam_b/person_0001/0041.png,person_0001
cam_a/person_0001/0115.png,person_0001
cam_b/person_0001/0079.png,person_0001
cam_a/person_0001/0031.png,person_0001
cam_b/person_0001/0045.png,person_0001
cam_a/person_0001/0027.png,person_0001
cam_a/person_0001/0101.png,person_0001
cam_a/person_0001/0071.png,person_0001
cam_b/person_0001/0034.png,person_0001
cam_a/person_0001/0136.png,person_0001
cam_a/person_0001/0113.png,person_0001
cam_b/person_0001/0070.png,person_0001
cam_a/person_0001/0066.png,person_0001
cam_a/person_0001/0001.png,person_0001
cam_a/person_0001/0032.png,person_0001
cam_a/person_0001/0034.png,person_0001
cam_b/person_0001/0028.png,person_0001
cam_b/person_0001/0009.png,person_0001
cam_a/person_0001/0097.png,person_0001
cam_b/person_0001/0043.png,person_0001
cam_a/person_0001/0131.png,person_0001
cam_a/person_0001/0065.png,person_0001
cam_a/person_0001/0030.png,person_0001
cam_b/person_0001/0071.png,person_0001
cam_b/person_0001/0078.png,person_0001
cam_a/person_0001/0019.png,person_0001
cam_a/person_0001/0102.png,person_0001
cam_b/person_0001/0004.png,person_0001
cam_a/person_0001/0037.png,person_0001
cam_a/person_0001/0076.png,person_0001
cam_b/person_0001/0037.png,person_0001
cam_a/person_0001/0023.png,person_0001
cam_a/person_0001/0007.png,person_0001
cam_b/person_0001/0080.png,person_0001
cam_a/person_0001/0010.png,person_0001
cam_a/person_0001/0135.png,person_0001
cam_a/person_0001/0029.png,person_0001
cam_a/person_0001/0075.png,person_0001
cam_b/person_0001/0005.png,person_0001
cam_a/person_0001/0039.png,person_0001
cam_b/person_0001/0002.png,person_0001
cam_b/person_0001/0063.png,person_0001
cam_a/person_0001/0082.png,person_0001
cam_a/person_0001/0053.png,person_0001
cam_b/person_0001/0046.png,person_0001
cam_a/person_0001/0134.png,person_0001
cam_b/person_0001/0050.png,person_0001
cam_a/person_0001/0095.png,person_0001
cam_a/person_0001/0108.png,person_0001
cam_a/person_0001/0092.png,person_0001
cam_b/person_0001/0017.png,person_0001
